dataset,variable,label,n_valid,n_total
ZA6832_tracking0923,e0228c,Wissen um Standpunkte: Rentenkuerzungen: CSU,602,52341
ZA6832_tracking0923,e0228d,Wissen um Standpunkte: Rentenkuerzungen: SPD,616,52341
ZA6832_tracking0923,e0228e,Wissen um Standpunkte: Rentenkuerzungen: FDP,569,52341
ZA6832_tracking0923,e0228f,Wissen um Standpunkte: Rentenkuerzungen: GRUENE,542,52341
ZA6832_tracking0923,e0228g,Wissen um Standpunkte: Rentenkuerzungen: DIE LINKE,563,52341
ZA6832_tracking0923,e0229b,Wissen um Standpunkte: Verbot Online-Durchsuchung: CDU,721,52341
ZA6832_tracking0923,e0229c,Wissen um Standpunkte: Verbot Online-Durchsuchung: CSU,708,52341
ZA6832_tracking0923,e0229d,Wissen um Standpunkte: Verbot Online-Durchsuchung: SPD,676,52341
ZA6832_tracking0923,e0229e,Wissen um Standpunkte: Verbot Online-Durchsuchung: FDP,639,52341
ZA6832_tracking0923,e0229f,Wissen um Standpunkte: Verbot Online-Durchsuchung: GRUENE,648,52341
ZA6832_tracking0923,e0229g,Wissen um Standpunkte: Verbot Online-Durchsuchung: DIE LINKE,623,52341
ZA6832_tracking0923,e0230,"Wissen, Wahlbeteiligung 2009",1031,52341
ZA6832_tracking0923,e0231bb,"Bundesministerien, Wissen: Finanzen  - Wolfgang Schaeuble",1550,52341
ZA6832_tracking0923,e0231bc,"Bundesministerien, Wissen: Inneres - Thomas de Maiziere",1463,52341
ZA6832_tracking0923,e0231bd,"Bundesministerien, Wissen: Arbeit und Soziales - Ursula von der Leyen",1441,52341
ZA6832_tracking0923,e0231be,"Bundesministerien, Wissen: Familie, Senioren, Frauen u. Jugend: Kristina Koehler",1655,52341
ZA6832_tracking0923,e0231cc,"Bundesministerien, Wissen: Verteidigung - Karl-Theodor zu Guttenberg",1712,52341
ZA6832_tracking0923,e0231cd,"Bundesministerien, Wissen: Verkehr, Bau und Stadtentwicklung: Peter Ramsauer",1351,52341
ZA6832_tracking0923,e0231ea,"Bundesministerien, Wissen: Wirtschaft und Technologie - Rainer Bruederle",1322,52341
ZA6832_tracking0923,e0231ec,"Bundesministerien, Wissen: Auswaertiges Amt - Guido Westerwelle",1699,52341
ZA6832_tracking0923,e0231ed,"Bundesministerien, Wissen: Gesundheit - Philipp Roesler",1543,52341
ZA6832_tracking0923,e0232bb,"Bundesministerien, Bewertung: Finanzen: Wolfgang Schaeuble",1079,52341
ZA6832_tracking0923,e0232bc,"Bundesministerien, Bewertung: Inneres: Thomas de Maiziere",779,52341
ZA6832_tracking0923,e0232bd,"Bundesministerien, Bewertung: Arbeit und Soziales: Ursula von der Leyen",995,52341
ZA6832_tracking0923,e0232be,"Bundesministerien, Bewertung: Familie, Senioren, Frauen und Jugend: K. Koehler",1037,52341
ZA6832_tracking0923,e0232cc,"Bundesministerien, Bewertung: Verteidigung: Karl-Theodor zu Guttenberg",1448,52341
ZA6832_tracking0923,e0232cd,"Bundesministerien, Bewertung: Verkehr, Bau und Stadtentwicklung: Peter Ramsauer",1059,52341
ZA6832_tracking0923,e0232ea,"Bundesministerien, Bewertung: Wirtschaft und Technologie: Rainer Bruederle",785,52341
ZA6832_tracking0923,e0232ec,"Bundesministerien, Bewertung: Auswaertiges Amt: Guido Westerwelle",1337,52341
ZA6832_tracking0923,e0232ed,"Bundesministerien, Bewertung: Gesundheit: Philipp Roesler",1084,52341
ZA6832_tracking0923,e0233a,Meinungen ueber den Wahlkampf I (Zu geringe Thematisierung v. Inhalten),3171,52341
ZA6832_tracking0923,e0233b,Meinungen ueber den Wahlkampf I (Personen zu sehr im Vordergrund),3167,52341
ZA6832_tracking0923,e0233c,Meinungen ueber den Wahlkampf I (Sinn und Zweck von Wahlen),1119,52341
ZA6832_tracking0923,e0233d,Meinungen ueber den Wahlkampf I (Ernsthafte Auseinandersetzung d. Parteien),3176,52341
ZA6832_tracking0923,e0233e,Meinungen ueber den Wahlkampf I (Verhalten im Wahlkampf),1124,52341
ZA6832_tracking0923,e0233f,Meinungen ueber den Wahlkampf I (Wahlkampf ist hilfreich),3169,52341
ZA6832_tracking0923,e0233g,Meinungen ueber den Wahlkampf I (Schalte bei Wahlkampf im TV um),3171,52341
ZA6832_tracking0923,e0233h,Meinungen ueber den Wahlkampf I (Wahlkampf ist Schauveranstaltung),3185,52341
ZA6832_tracking0923,e0233i,Meinungen ueber den Wahlkampf I (Der Wahlkampf der Parteien ist zu negativ.),3158,52341
ZA6832_tracking0923,e0233j,Meinungen ueber den Wahlkampf I (Zweck des Wahlkampfs),1127,52341
ZA6832_tracking0923,e0234,Hilfreicher Wahlkampf: Nachfrage bei Mehrfachnennung,1367,52341
ZA6832_tracking0923,e0235a_1,Hilfreicher Wahlkampf: Berichte in Zeitungen oder Zeitschriften,1153,52341
ZA6832_tracking0923,e0235a_2,Hilfreicher Wahlkampf: Berichte in Zeitungen oder Zeitschriften,2097,52341
ZA6832_tracking0923,e0235b_1,Hilfreicher Wahlkampf: Die Wahlwerbung der Parteien,1153,52341
ZA6832_tracking0923,e0235b_2,Hilfreicher Wahlkampf: Die Wahlwerbung der Parteien,2097,52341
ZA6832_tracking0923,e0235c_1,"Hilfreicher Wahlkampf: Gespraeche mit Verwandten, Freunden und Bekannten",1153,52341
ZA6832_tracking0923,e0235c_2,"Hilfreicher Wahlkampf: Gespraeche mit Verwandten, Freunden und Bekannten",2097,52341
ZA6832_tracking0923,e0235d_1,Hilfreicher Wahlkampf: Informationsangebote im Internet,1153,52341
ZA6832_tracking0923,e0235d_2,Hilfreicher Wahlkampf: Informationsangebote im Internet,2097,52341
ZA6832_tracking0923,e0235e_1,Hilfreicher Wahlkampf: Stellungnahmen und Empfehlungen gesellschaftlicher Gruppe,1153,52341
ZA6832_tracking0923,e0235e_2,Hilfreicher Wahlkampf: Stellungnahmen/Empfehlungen gesellschaftl. Gruppen,2097,52341
ZA6832_tracking0923,e0235f_1,Hilfreicher Wahlkampf: Nachrichtensendungen im Fernsehen,1153,52341
ZA6832_tracking0923,e0235f_2,Hilfreicher Wahlkampf: Nachrichtensendungen im Fernsehen,2097,52341
ZA6832_tracking0923,e0235g_2,Hilfreicher Wahlkampf: Keine dieser Informationsquellen,2097,52341
ZA6832_tracking0923,e0235z_1,Hilfreicher Wahlkampf: Keine Angabe,1153,52341
ZA6832_tracking0923,e0235z_2,Hilfreicher Wahlkampf: Keine Angabe,2097,52341
ZA6832_tracking0923,e0236,Informationen zum Wahlkampf,1106,52341
ZA6832_tracking0923,e0237,Interesse am Wahlkampf,3228,52341
ZA6832_tracking0923,e0238a_1,Hilfreicher Wahlkampf: Gesellschaftliche Gruppen (Codierung 1),52,52341
ZA6832_tracking0923,e0238a_2,Hilfreicher Wahlkampf: Gesellschaftliche Gruppen (Codierung 1),121,52341
ZA6832_tracking0923,e0238b_1,Hilfreicher Wahlkampf: Gesellschaftliche Gruppen (Codierung 2),15,52341
ZA6832_tracking0923,e0238b_2,Hilfreicher Wahlkampf: Gesellschaftliche Gruppen (Codierung 2),40,52341
ZA6832_tracking0923,e0238c_1,Hilfreicher Wahlkampf: Gesellschaftliche Gruppen (Codierung 3),3,52341
ZA6832_tracking0923,e0238c_2,Hilfreicher Wahlkampf: Gesellschaftliche Gruppen (Codierung 3),12,52341
ZA6832_tracking0923,e0238d_2,Hilfreicher Wahlkampf: Gesellschaftliche Gruppen (Codierung 4),2,52341
ZA6832_tracking0923,e0238e_2,Hilfreicher Wahlkampf: Gesellschaftliche Gruppen (Codierung 5),1,52341
ZA6832_tracking0923,e0239,Hilfreicher Wahlkampf: Nachfrage bei Mehrfachnennungen,567,52341
ZA6832_tracking0923,e0240b,Scheitern Sondierungsgespraeche: Verantwortung (CDU),1016,52341
ZA6832_tracking0923,e0240c,Scheitern Sondierungsgespraeche: Verantwortung (CSU),1016,52341
ZA6832_tracking0923,e0240e,Scheitern Sondierungsgespraeche: Verantwortung (FDP),1016,52341
ZA6832_tracking0923,e0240f,Scheitern Sondierungsgespraeche: Verantwortung (GRUENE),1016,52341
ZA6832_tracking0923,e0240z,Scheitern Sondierungsgespraeche: Verantwortung (keine Angabe),1016,52341
ZA6832_tracking0923,e0241b_1,"Wahrnehm. Koalitionssig. Bund: CDU, SPD (Grosse Koalition)",2258,52341
ZA6832_tracking0923,e0241b_2,Wahrnehm. Koalitionssig. Bund: Grosse Koalition (CDU/CSU und SPD),4921,52341
ZA6832_tracking0923,e0241c_1,"Wahrnehm. Koalitionssig. Bund: SPD, GRUENE (Rot-Gruene Koalition)",2258,52341
ZA6832_tracking0923,e0241c_2,Wahrnehm. Koalitionssig. Bund: Rot-Gruene Koalition (SPD und GRUENE),4800,52341
ZA6832_tracking0923,e0241d_1,"Wahrnehm. Koalitionssig. Bund: CDU, FDP (Schwarz-Gelbe Koalition)",2258,52341
ZA6832_tracking0923,e0241d_2,Wahrnehm. Koalitionssig. Bund: Schwarz-Gelbe Koalition (CDU/CSU und FDP),4841,52341
ZA6832_tracking0923,e0241f_1,"Wahrnehm. Koalitionssig. Bund: SPD, DIE LINKE, GRUENE (Rot-Rot-Gruene-Koal.)",2258,52341
ZA6832_tracking0923,e0241f_2,"Wahrnehm. Koalitionssig. Bund: Rot-Rot-Gr. Koalition (SPD, DIE LINKE und GRUENE)",4788,52341
ZA6832_tracking0923,e0241g_2,Wahrnehm. Koalitionssig. Bund: Schwarz-Gruene Koalition (CDU/CSU und GRUENE),3670,52341
ZA6832_tracking0923,e0241h_1,"Wahrnehm. Koalitionssig. Bund: CDU, FDP, GRUENE (Jamaika-Koalition)",2258,52341
ZA6832_tracking0923,e0241h_2,"Wahrnehm. Koalitionssig. Bund: Jamaika-Koalition (CDU/CSU, FDP und GRUENE)",4760,52341
ZA6832_tracking0923,e0241j_1,"Wahrnehm. Koalitionssig. Bund: SPD, FDP, GRUENE (Ampel-Koalition)",2258,52341
ZA6832_tracking0923,e0241j_2,"Wahrnehm. Koalitionssig. Bund: Ampel-Koalition (SPD, FDP und GRUENE)",4789,52341
ZA6832_tracking0923,e0241k_2,Wahrnehm. Koalitionssig. Bund: Koalition von CDU/CSU und AfD,2720,52341
ZA6832_tracking0923,e0241l_2,Wahrnehm. Koalitionssig. Bund: Sozialliberale Koalition (SPD und FDP),2014,52341
ZA6832_tracking0923,e0241z_1,Wahrnehm. Koalitionssig. Bund: Keine Angabe,2258,52341
ZA6832_tracking0923,e0242b,Koalitionen: Erwartung (Grosse Koalition)/(CDU/CSU und SPD),4069,52341
ZA6832_tracking0923,e0242c,Koalitionen: Erwartung (Rot-Gruene Koalition)/(SPD und GRUENE),961,52341
ZA6832_tracking0923,e0242d,Koalitionen: Erwartung (Schwarz-Gelbe Koalition)/(CDU/CSU und FDP),2030,52341
ZA6832_tracking0923,e0242f,"Koalitionen: Erwartung (Rot-Rot-Gruene Koalition)/(SPD, DIE LINKE und GRUENE)",3006,52341
ZA6832_tracking0923,e0242g_1,Koalitionen: Erwartung (Schwarz-Gruene Koalition)/(CDU/CSU und GRUENE),3002,52341
ZA6832_tracking0923,e0242g_2,Koalitionen: Erwartung (Minderheitsregierung von CDU/CSU und GRUENE),981,52341
ZA6832_tracking0923,e0242h,"Koalitionen: Erwartung (Jamaika-Koalition)/(CDU/CSU, FDP und GRUENE)",2022,52341
ZA6832_tracking0923,e0242j,"Koalitionen: Erwartung (Ampel-Koalition)/(SPD, FDP und GRUENE)",962,52341
ZA6832_tracking0923,e0242o,Koalitionen: Erwartung (Minderheitsregierung von CDU/CSU),1973,52341
ZA6832_tracking0923,e0243,Erwartung: vorgezogene Neuwahlen,1006,52341
ZA6832_tracking0923,e0244,Blockade in Koalition,6324,52341
ZA6832_tracking0923,e0245_1,Einfluss in Koalition,3310,52341
ZA6832_tracking0923,e0245_2,Einfluss in Koalition,4189,52341
ZA6832_tracking0923,e0246,Einfluss insgesamt CDU vs. CSU,4432,52341
ZA6832_tracking0923,e0247a,Skalometer Koalitionen (Alleinregierung von CDU/CSU),5141,52341
ZA6832_tracking0923,e0247b,Koalitionspraeferenzen (Grosse Koalition (CDU/CSU und SPD)),12421,52341
ZA6832_tracking0923,e0247c,Koalitionspraeferenzen (Rot-Gruene Koalition (SPD und GRUENE)),12360,52341
ZA6832_tracking0923,e0247d,Koalitionspraeferenzen (Schwarz-Gelbe Koalition (CDU/CSU und FDP)),12380,52341
ZA6832_tracking0923,e0247f,"Koalitionspraeferenzen (Rot-Rot-Gruene Koalition (SPD, DIE LINKE und GRUENE))",11320,52341
ZA6832_tracking0923,e0247g,Koalitionspraeferenzen (Schwarz-Gruene Koalition (CDU/CSU und GRUENE)),12389,52341
ZA6832_tracking0923,e0247h,"Koalitionspraeferenzen (Jamaika-Koalition (CDU/CSU, FDP und GRUENE))",12356,52341
ZA6832_tracking0923,e0247i,Skalometer Koalitionen (Alleinregierung der SPD),2218,52341
ZA6832_tracking0923,e0247j,"Koalitionspraeferenzen (Ampel-Koalition (SPD, FDP und GRUENE))",12378,52341
ZA6832_tracking0923,e0247k,Skalometer Koalitionen (Koalition von CDU/CSU und AfD),2981,52341
ZA6832_tracking0923,e0247l,Skalometer Koalitionen (Sozialliberale Koalition (SPD und FDP)),4283,52341
ZA6832_tracking0923,e0248a,"Aussagen, BTW2017 (CDU wird Bundestagswahl gewinnen)",1052,52341
ZA6832_tracking0923,e0248b,"Aussagen, BTW2017 (Mehrheit weiss nicht, wen sie waehlen wird)",1027,52341
ZA6832_tracking0923,e0249a,Vote Propensities: CDU (in Bayern: CSU),980,52341
ZA6832_tracking0923,e0249d,Vote Propensities: SPD,980,52341
ZA6832_tracking0923,e0249e,Vote Propensities: FDP,976,52341
ZA6832_tracking0923,e0249f,Vote Propensities: GRUENE,983,52341
ZA6832_tracking0923,e0249g,Vote Propensities: DIE LINKE,981,52341
ZA6832_tracking0923,e0249i,Vote Propensities: NPD,998,52341
ZA6832_tracking0923,e0249j,Vote Propensities: PIRATEN,980,52341
ZA6832_tracking0923,e0250,"Wahlabsicht: Propensity to Vote, links-autoritaere Partei",969,52341
ZA6832_tracking0923,e0251,"Wahlabsicht: Propensity to Vote, Wagenknechtpartei",918,52341
ZA6832_tracking0923,e0252,"Wahlentscheidung, Wahlergebnis bekannt (Version B)",849,52341
ZA6832_tracking0923,e0253b,Wahlergebnis: Gewinner und Verlierer: CDU,1074,52341
ZA6832_tracking0923,e0253c,Wahlergebnis: Gewinner und Verlierer: CSU,1063,52341
ZA6832_tracking0923,e0253d,Wahlergebnis: Gewinner und Verlierer: SPD,1065,52341
ZA6832_tracking0923,e0253e,Wahlergebnis: Gewinner und Verlierer: FDP,1061,52341
ZA6832_tracking0923,e0253f,Wahlergebnis: Gewinner und Verlierer: GRUENE,1061,52341
ZA6832_tracking0923,e0253g,Wahlergebnis: Gewinner und Verlierer: DIE LINKE,1062,52341
ZA6832_tracking0923,e0254,Wahlsieger,1078,52341
ZA6832_tracking0923,e0255,Wahlprogramm gelesen: ja/nein,1149,52341
ZA6832_tracking0923,e0256a,Wahlprogramm gelesen: CDU/CSU,355,52341
ZA6832_tracking0923,e0256d,Wahlprogramm gelesen: SPD,357,52341
ZA6832_tracking0923,e0256e,Wahlprogramm gelesen: FDP,344,52341
ZA6832_tracking0923,e0256f,Wahlprogramm gelesen: GRUENE,345,52341
ZA6832_tracking0923,e0256g,Wahlprogramm gelesen: DIE LINKE,349,52341
ZA6832_tracking0923,e0257baa,"Eigensch. d. Spitzenkandidaten, Angela Merkel (als Mensch sympathisch)",7183,52341
ZA6832_tracking0923,e0257bab,"Eigensch. d. Spitzenkandidaten, Angela Merkel (ist durchsetzungsfaehig)",7289,52341
ZA6832_tracking0923,e0257bac,"Eigensch. d. Spitzenkandidaten, Angela Merkel (ist vertrauenswuerdig)",7306,52341
ZA6832_tracking0923,e0257bad,"Eigensch. d. Spitzenkandidaten, Angela Merkel (Vorstellungen, Wirtschaft)",7111,52341
ZA6832_tracking0923,e0257bae,"Eigensch. d. Spitzenkandidaten, Angela Merkel (repraesent. Werte CDU/CSU)",3861,52341
ZA6832_tracking0923,e0257cca,"Eigensch. d. Spitzenkandidaten, zu Guttenberg (als Mensch sympathisch)",1078,52341
ZA6832_tracking0923,e0257ccb,"Eigensch. d. Spitzenkandidaten, zu Guttenberg (durchsetzungsfaehig/fuehrungsst.)",1069,52341
ZA6832_tracking0923,e0257ccc,"Eigensch. d. Spitzenkandidaten, zu Guttenberg (ist vertrauenswuerdig)",1079,52341
ZA6832_tracking0923,e0257ccd,"Eigensch. d. Spitzenkandidaten, zu Guttenberg (Vorstellungen, Wirtschaft)",1012,52341
ZA6832_tracking0923,e0257daa,"Eigensch. d. Spitzenkandidaten, Peer Steinbrueck (als Mensch sympathisch)",921,52341
ZA6832_tracking0923,e0257dab,"Eigensch. d. Spitzenkandidaten, Peer Steinbrueck (ist durchsetzungsfaehig)",887,52341
ZA6832_tracking0923,e0257dac,"Eigensch. d. Spitzenkandidaten, Peer Steinbrueck (ist vertrauenswuerdig)",908,52341
ZA6832_tracking0923,e0257dad,"Eigensch. d. Spitzenkandidaten, Peer Steinbrueck (Vorstellungen Wirtschaft)",870,52341
ZA6832_tracking0923,e0257dae,"Eigensch. d. Spitzenkandidaten, Peer Steinbrueck (repraesent. Werte SPD)",862,52341
ZA6832_tracking0923,e0257dba,"Eigensch. d. Spitzenkandidaten, Gabriel (als Mensch sympathisch)",1767,52341
ZA6832_tracking0923,e0257dbb,"Eigensch. d. Spitzenkandidaten, Gabriel (ist durchsetzungsfaehig/fuehrungsstark)",1745,52341
ZA6832_tracking0923,e0257dbc,"Eigensch. d. Spitzenkandidaten, Gabriel (ist vertrauenswuerdig)",1775,52341
ZA6832_tracking0923,e0257dbd,"Eigensch. d. Spitzenkandidaten, Gabriel (Vorstellungen, Wirtschaft)",1695,52341
ZA6832_tracking0923,e0257dca,"Eigensch. d. Spitzenkandidaten, Steinmeier (als Mensch sympathisch)",1051,52341
ZA6832_tracking0923,e0257dcb,"Eigensch. d. Spitzenkandidaten, Steinmeier (ist durchsetzungsfaehig)",1040,52341
ZA6832_tracking0923,e0257dcc,"Eigensch. d. Spitzenkandidaten, Steinmeier (ist vertrauenswuerdig)",1050,52341
ZA6832_tracking0923,e0257dcd,"Eigensch. d. Spitzenkandidaten, Steinmeier (Vorstellungen, Wirtschaft)",1031,52341
ZA6832_tracking0923,e0257dfa,"Eigensch. d. Spitzenkandidaten, Martin Schulz (als Mensch sympathisch)",2787,52341
ZA6832_tracking0923,e0257dfb,"Eigensch. d. Spitzenkandidaten, Martin Schulz (ist durchsetzungsfaehig)",2451,52341
ZA6832_tracking0923,e0257dfc,"Eigensch. d. Spitzenkandidaten, Martin Schulz (ist vertrauenswuerdig)",2692,52341
ZA6832_tracking0923,e0257dfd,"Eigensch. d. Spitzenkandidaten, Martin Schulz (Vorstellungen, Wirtschaft)",2471,52341
ZA6832_tracking0923,e0257dfe,"Eigensch. d. Spitzenkandidaten, Martin Schulz (repraesent. Werte SPD)",2626,52341
ZA6832_tracking0923,e0257eca,"Eigensch. d. Spitzenkandidaten, Westerwelle (als Mensch sympathisch)",2099,52341
ZA6832_tracking0923,e0257ecb,"Eigensch. d. Spitzenkandidaten, Westerwelle (durchsetzungsfaehig/fuehrungsstark)",2103,52341
ZA6832_tracking0923,e0257ecc,"Eigensch. d. Spitzenkandidaten, Westerwelle (ist vertrauenswuerdig)",2104,52341
ZA6832_tracking0923,e0257ecd,"Eigensch. d. Spitzenkandidaten, Westerwelle (Vorstellungen, Wirtschaft)",2065,52341
ZA6832_tracking0923,e0258,Kanzlerkandidatur Merkel,878,52341
ZA6832_tracking0923,e0259,Kanzlerkandidatur SPD,706,52341
ZA6832_tracking0923,e0260,Kanzlerpraeferenz,4956,52341
ZA6832_tracking0923,e0261,Kanzlerkandidat:in: Praeferenz (2021),1594,52341
ZA6832_tracking0923,e0262aa,"Kanzlerkandidat:in: Eigenschaft, CDU/CSU, durchsetzungsfaehig",1485,52341
ZA6832_tracking0923,e0262ab,"Kanzlerkandidat:in: Eigenschaft, CDU/CSU, vertrauenswuerdig",1518,52341
ZA6832_tracking0923,e0262ac,"Kanzlerkandidat:in: Eigenschaft, CDU/CSU, sympathisch",1531,52341
ZA6832_tracking0923,e0262ad,"Kanzlerkandidat:in: Eigenschaft, CDU/CSU, Wirtschaft",1481,52341
ZA6832_tracking0923,e0262ae,"Kanzlerkandidat:in: Eigenschaft, CDU/CSU, repraesentiert Werte",1488,52341
ZA6832_tracking0923,e0263da,"Kanzlerkandidat:in: Eigenschaft, SPD, durchsetzungsfaehig",1476,52341
ZA6832_tracking0923,e0263db,"Kanzlerkandidat:in: Eigenschaft, SPD, vertrauenswuerdig",1516,52341
ZA6832_tracking0923,e0263dc,"Kanzlerkandidat:in: Eigenschaft, SPD, sympathisch",1518,52341
ZA6832_tracking0923,e0263dd,"Kanzlerkandidat:in: Eigenschaft, SPD, Wirtschaft",1461,52341
ZA6832_tracking0923,e0263de,"Kanzlerkandidat:in: Eigenschaft, SPD, repraesentiert Werte",1478,52341
ZA6832_tracking0923,e0264fa,"Kanzlerkandidat:in: Eigenschaft, GRUENE, durchsetzungsfaehig",1482,52341
ZA6832_tracking0923,e0264fb,"Kanzlerkandidat:in: Eigenschaft, GRUENE, vertrauenswuerdig",1505,52341
ZA6832_tracking0923,e0264fc,"Kanzlerkandidat:in: Eigenschaft, GRUENE, sympathisch",1514,52341
ZA6832_tracking0923,e0264fd,"Kanzlerkandidat:in: Eigenschaft, GRUENE, Wirtschaft",1482,52341
ZA6832_tracking0923,e0264fe,"Kanzlerkandidat:in: Eigenschaft, GRUENE, repraesentiert Werte",1471,52341
ZA6832_tracking0923,e0265,Kanzlerkandidat:in: Fortfuehrung Politik Kanzler:in,1596,52341
ZA6832_tracking0923,e0266a,"Skalometer Kandidaten, Bundespraesident (Frank-Walter Steinmeier)",967,52341
ZA6832_tracking0923,e0266b,"Skalometer Kandidaten, Bundespraesident (Christoph Butterwegge)",448,52341
ZA6832_tracking0923,e0266c,"Skalometer Kandidaten, Bundespraesident (Albrecht Glaser)",357,52341
ZA6832_tracking0923,e0266d,"Skalometer Kandidaten, Bundespraesident (Alexander Hold)",630,52341
ZA6832_tracking0923,e0266e,"Skalometer Kandidaten, Bundespraesident (Christian Wulff)",1018,52341
ZA6832_tracking0923,e0266f,"Skalometer Kandidaten, Bundespraesident (Joachim Gauck)",994,52341
ZA6832_tracking0923,e0266g,"Skalometer Kandidaten, Bundespraesident (Luc Jochimsen)",761,52341
ZA6832_tracking0923,e0267a,"Leistungen, Koehler",1072,52341
ZA6832_tracking0923,e0267b,"Leistungen, Wulff",989,52341
ZA6832_tracking0923,e0267c,"Leistungen, Gauck",1940,52341
ZA6832_tracking0923,e0268,"Ruecktritt, Jung",1087,52341
ZA6832_tracking0923,e0269,"Ruecktritt, Koehler",874,52341
ZA6832_tracking0923,e0270ba,"Wut, Intensitaet, Merkel",7412,52341
ZA6832_tracking0923,e0270db,"Wut, Intensitaet, Gabriel",1992,52341
ZA6832_tracking0923,e0270df,"Wut, Intensitaet, Schulz",1063,52341
ZA6832_tracking0923,e0271ba,"Begeisterung, Intensitaet, Merkel",7368,52341
ZA6832_tracking0923,e0271db,"Begeisterung, Intensitaet, Gabriel",1991,52341
ZA6832_tracking0923,e0271df,"Begeisterung, Intensitaet, Schulz",1062,52341
ZA6832_tracking0923,e0272a,Gruende fuer Splitting: 1. Nennung,221,52341
ZA6832_tracking0923,e0272b,Gruende fuer Splitting: 2. Nennung,19,52341
ZA6832_tracking0923,e0272c,Gruende fuer Splitting: 3. Nennung,1,52341
ZA6832_tracking0923,e0273a,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Aussenpolitik,1138,52341
ZA6832_tracking0923,e0273b,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Europapolitik,1139,52341
ZA6832_tracking0923,e0273c,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Finanzpolitik,1132,52341
ZA6832_tracking0923,e0273d,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Sozialpolitik,1136,52341
ZA6832_tracking0923,e0273e,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Umweltpolitik,1128,52341
ZA6832_tracking0923,e0273f,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Arbeitsmarktpolitik,1141,52341
ZA6832_tracking0923,e0273g,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Wirtschaftspolitik,1137,52341
ZA6832_tracking0923,e0273h,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Landwirtschaftspol.,1141,52341
ZA6832_tracking0923,e0273i,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Bildungspolitik,1131,52341
ZA6832_tracking0923,e0273j,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Familienpolitik,1140,52341
ZA6832_tracking0923,e0273k,Grosse Koalition: Einfluss nach Politikber. CDU/CSU vs. SPD: Gesundheitspolitik,1137,52341
ZA6832_tracking0923,e0274,Grosse Koalition: Problemloesungsfaehigkeit,1085,52341
ZA6832_tracking0923,e0275,"Koalitionsaussagen, Zeitpunkt",2042,52341
ZA6832_tracking0923,e0276,"Koalitionsbeteiligung, AfD",2062,52341
ZA6832_tracking0923,e0277,Koalitionsgespraeche GRUENE,1040,52341
ZA6832_tracking0923,e0278,"Koalitionsverhandlungen, Bewertung",1945,52341
ZA6832_tracking0923,e0279,Koalitionsvertrag,999,52341
ZA6832_tracking0923,e0280,Bewertung Alleinregierung CDU/CSU,1035,52341
ZA6832_tracking0923,e0281,"Minderheitsregierung, Bewertung",2034,52341
ZA6832_tracking0923,e0282a,Politisches Wissen: 5%-Klausel-leicht: richtig/falsch,1276,52341
ZA6832_tracking0923,e0282b,Politisches Wissen: 5%-Klausel,5067,52341
ZA6832_tracking0923,e0283,Politisches Wissen: Arbeitslose,8323,52341
ZA6832_tracking0923,e0284a,Politisches Wissen: Erst- und Zweitstimme: richtig/falsch,3152,52341
ZA6832_tracking0923,e0284b,Politisches Wissen: Erst- und Zweitstimme,8858,52341
ZA6832_tracking0923,e0285,Aktive Beteiligung (Version B),3212,52341
ZA6832_tracking0923,e0286,1. Grund Nichtwahl,57,52341
ZA6832_tracking0923,e0287,2. Grund Nichtwahl,6,52341
ZA6832_tracking0923,e0288a,Alternativ waehlbare Parteien: CDU/CSU (Version B),143,52341
ZA6832_tracking0923,e0288d,Alternativ waehlbare Parteien: SPD (Version B),172,52341
ZA6832_tracking0923,e0288e,Alternativ waehlbare Parteien: FDP (Version B),118,52341
ZA6832_tracking0923,e0288f,Alternativ waehlbare Parteien: GRUENE (Version B),92,52341
ZA6832_tracking0923,e0288g,Alternativ waehlbare Parteien: DIE LINKE (Version B),127,52341
ZA6832_tracking0923,e0288x,Alternativ waehlbare Parteien: Andere Partei (Version B),63,52341
ZA6832_tracking0923,e0289a,"Alternative WE, CDU/CSU",1119,52341
ZA6832_tracking0923,e0289d,"Alternative WE, SPD",1125,52341
ZA6832_tracking0923,e0289e,"Alternative WE, FDP",1122,52341
ZA6832_tracking0923,e0289f,"Alternative WE, GRUENE",1122,52341
ZA6832_tracking0923,e0289g,"Alternative WE, DIE LINKE",1124,52341
ZA6832_tracking0923,e0289w,Alternative WB vs NW,1128,52341
ZA6832_tracking0923,e0290,Antizipierte Mehrheitsverhaeltnisse,1144,52341
ZA6832_tracking0923,e0291,Ausgang der Wahl,3243,52341
ZA6832_tracking0923,e0292,"Regierung, gelungen",2243,52341
ZA6832_tracking0923,e0293a,Regierungserwartung (Version A),514,52341
ZA6832_tracking0923,e0293b,Regierungserwartung (Version B),494,52341
