id,year,treat_no_well_perform_2014,own_econ_bad,own_econ_retrospect_worse,own_econ_gov_responsible_not,own_econ_prospect_worse,gen_econ_bad,gen_econ_retrospect_worse,gen_econ_gov_responsible_not,gen_econ_prospect_worse,cdu_performance_satisfied,csu_performance_satisfied,spd_performance_satisfied
4569,2010,,2,3,5,3,3,4,2,3,2,2,-94
5716,2010,,3,3,1,2,3,4,1,3,1,1,-94
6858,2011,,3,4,3,3,3,2,2,3,-99,11,-94
7998,2011,,2,3,3,3,2,3,3,3,6,5,-94
9141,2011,,3,5,1,3,3,3,3,3,1,1,-94
10300,2011,,2,3,2,3,2,2,2,3,1,1,-94
11411,2012,,2,3,4,3,2,1,3,2,9,9,-94
12428,2012,,2,3,2,3,3,4,2,3,4,3,-94
14536,2013,,1,3,5,3,2,3,3,3,6,6,-94
15585,2013,,2,3,5,4,3,3,1,4,2,1,-94
16596,2013,,2,2,3,3,2,2,2,3,9,9,-94
17644,2014,1,2,3,3,3,2,2,2,3,10,10,6
18668,2014,,3,3,2,2,3,4,2,4,6,6,6
19714,2014,,3,3,2,4,3,3,2,4,9,9,2
21745,2015,,3,4,1,4,2,2,4,2,1,1,1
22774,2015,0,3,3,3,1,2,3,2,3,9,9,9
23793,2015,,2,3,4,3,2,2,3,2,9,5,7
24820,2015,,3,4,4,3,2,3,2,3,7,7,7
25851,2016,,3,4,3,4,3,3,3,3,6,6,6
26866,2016,1,3,3,4,2,2,2,2,2,10,9,7
27889,2016,,5,5,2,3,3,3,3,3,7,5,8
28912,2016,,3,3,5,2,3,4,1,5,6,6,7
29934,2017,,3,2,4,3,3,2,-99,3,6,6,6
30942,2017,1,3,3,4,3,2,2,2,3,6,6,6
32026,2017,,3,3,5,3,3,3,3,3,4,4,4
33111,2017,,2,2,5,2,2,3,2,3,6,6,6
34127,2018,,2,2,3,2,3,2,2,4,10,9,6
35233,2018,,1,1,5,3,1,2,4,3,5,3,5
36335,2018,,3,3,-99,3,-99,3,3,3,-99,6,6
37441,2019,,2,2,5,3,2,3,3,3,3,3,5
38541,2019,,3,3,4,5,3,4,2,5,3,4,1
39642,2019,0,1,1,1,1,1,2,2,2,9,8,10
40719,2020,,1,3,3,1,1,1,3,2,10,8,1
41812,2020,,3,3,3,3,1,2,2,5,10,6,10
42905,2020,1,2,3,3,3,3,5,3,4,10,6,6
43983,2021,1,5,3,1,3,5,4,1,3,1,1,6
45102,2021,,2,4,2,3,3,4,2,3,3,4,2
46197,2021,,3,5,1,5,2,1,2,2,7,9,6
47885,2022,,4,4,2,4,2,4,2,4,-94,-94,7
48997,2022,,4,4,2,3,4,5,1,4,-94,-94,1
50121,2022,,3,3,3,2,3,4,2,3,-94,-94,3
51240,2023,0,4,3,2,4,3,3,3,3,-94,-94,9
1165,2009,,3,3,2,3,3,3,-94,2,3,3,-94
2296,2010,1,1,1,5,1,2,2,-94,3,4,3,-94
3432,2010,1,5,4,1,5,5,5,1,5,1,1,-94
4570,2010,,3,5,3,3,3,2,5,3,3,3,-94
5717,2010,,4,5,1,4,3,2,4,3,2,1,-94
6859,2011,,3,3,3,3,3,3,3,3,6,6,-94
7999,2011,1,2,1,5,2,2,2,4,2,6,5,-94
9142,2011,,4,4,2,4,3,2,4,2,1,1,-94
10301,2011,,3,4,2,4,3,4,2,4,4,4,-94
11412,2012,,2,4,4,3,3,1,3,3,9,9,-94
12429,2012,,4,4,4,4,4,2,2,3,-99,-99,-94
13503,2013,,3,4,3,3,3,3,2,4,6,6,-94
14537,2013,,4,4,1,4,4,4,1,4,1,2,-94
15586,2013,,2,3,4,3,2,4,3,3,8,6,-94
16597,2013,1,3,4,3,4,3,4,2,4,5,5,-94
17645,2014,1,1,2,5,2,1,2,5,3,2,2,2
18669,2014,,2,3,4,4,2,2,3,3,8,9,4
19715,2014,,2,3,5,3,2,3,2,3,9,9,4
20725,2014,,2,4,4,4,2,3,3,3,2,2,2
21746,2015,,-99,-99,-97,-99,-99,-99,-97,-99,-99,-99,-99
22775,2015,,2,1,3,2,2,2,2,3,9,10,7
23794,2015,,3,4,2,3,2,2,3,4,3,2,3
24821,2015,,2,4,1,1,5,5,1,5,1,1,1
25852,2016,,2,4,4,3,2,3,3,4,7,3,8
26867,2016,,4,5,1,2,4,5,1,2,2,8,8
27890,2016,,2,2,4,3,2,2,2,2,10,9,8
28913,2016,,1,1,3,3,1,1,2,4,-99,8,6
29935,2017,,3,2,1,2,2,3,1,3,2,1,2
30943,2017,,2,3,2,3,2,3,2,3,10,3,10
32027,2017,,3,3,5,2,3,3,4,3,3,1,4
33112,2017,,1,2,3,3,1,1,2,3,10,8,9
34128,2018,,2,3,3,3,2,3,3,3,7,6,8
35234,2018,,3,4,1,3,3,3,1,3,1,1,3
36336,2018,1,3,4,3,4,3,4,3,4,5,5,6
37442,2019,,3,2,4,3,2,2,2,2,2,1,8
38542,2019,,3,2,5,1,2,3,2,3,7,1,8
39643,2019,,2,1,4,3,2,1,4,3,9,8,9
40720,2020,0,2,3,1,3,2,2,3,3,9,9,9
41813,2020,1,2,3,3,4,3,2,2,4,10,10,10
42906,2020,,3,3,3,3,4,3,2,2,3,3,6
43984,2021,,4,4,1,4,4,5,2,5,2,2,3
45103,2021,,3,4,1,4,4,4,1,4,1,1,1
46198,2021,,3,3,2,4,2,3,2,4,5,7,8
47886,2022,1,2,3,4,3,3,4,3,2,-94,-94,6
48998,2022,,3,2,2,2,2,2,-99,2,-94,-94,4
50122,2022,,3,4,2,4,4,5,2,4,-94,-94,2
51241,2023,1,3,4,3,4,4,4,2,4,-94,-94,1
1166,2009,1,3,4,3,5,4,2,-94,4,4,4,-94
2297,2010,1,4,5,3,4,3,5,-94,2,3,3,-94
3433,2010,1,3,4,1,4,3,4,3,3,4,3,-94
4571,2010,,3,3,1,4,3,2,3,3,2,3,-94
5718,2010,1,4,5,3,3,4,5,3,3,6,6,-94
8000,2011,,3,1,3,2,1,1,1,2,9,9,-94
9143,2011,1,2,4,2,3,2,3,3,3,4,3,-94
10302,2011,,3,3,1,3,2,2,3,3,8,8,-94
11413,2012,,2,3,2,4,3,4,2,4,6,8,-94
12430,2012,1,2,3,5,3,3,4,5,5,4,4,-94
13504,2013,,2,2,5,2,3,3,4,3,3,2,-94
14538,2013,,2,1,5,3,3,4,2,2,8,7,-94
15587,2013,,1,2,4,3,2,2,3,3,-99,-99,-94
16598,2013,,2,2,4,2,2,2,3,3,10,8,-94
17646,2014,,3,2,2,2,3,2,3,2,7,9,11
18670,2014,1,2,2,4,2,3,2,3,4,8,6,8
20726,2014,,3,3,1,3,3,4,1,4,3,2,4
21747,2015,,2,3,2,3,2,3,2,3,10,11,2
22776,2015,1,3,4,2,2,2,4,2,3,-99,-99,-99
23795,2015,,3,3,2,3,3,2,2,3,7,8,7
24822,2015,,3,3,2,3,3,3,2,3,8,11,1
25853,2016,,1,1,5,3,2,2,3,2,9,8,8
26868,2016,,3,4,2,2,3,3,5,4,4,9,8
27891,2016,,3,3,4,3,3,3,2,4,7,6,5
28914,2016,,1,1,4,2,2,3,3,2,6,6,6
29936,2017,,2,3,3,2,2,2,2,2,8,7,8
30944,2017,1,2,2,3,2,1,1,2,2,11,10,7
32028,2017,,1,2,4,3,2,3,4,2,7,7,6
33113,2017,,1,3,5,3,2,1,3,2,9,8,9
34129,2018,,3,3,3,3,3,2,3,3,7,5,9
35235,2018,,2,3,5,3,2,2,3,3,7,2,9
36337,2018,,5,5,1,4,3,3,1,3,1,1,1
37443,2019,,5,5,2,2,2,2,2,3,5,5,7
38543,2019,,3,3,3,3,3,3,3,3,10,7,8
39644,2019,1,4,3,2,4,3,2,3,4,3,1,5
40721,2020,,3,4,1,4,4,5,1,5,1,1,1
41814,2020,,3,4,1,4,3,4,2,5,4,4,1
42907,2020,,4,3,5,3,3,4,3,2,7,6,7
43985,2021,,2,3,2,4,2,4,1,4,5,5,7
45104,2021,,2,3,2,3,3,5,4,2,10,10,9
46199,2021,,3,4,3,3,2,4,3,2,4,4,5
47887,2022,1,4,2,4,3,3,3,3,4,-94,-94,4
48999,2022,,2,2,2,3,3,4,2,4,-94,-94,6
50123,2022,,4,5,1,5,4,5,1,5,-94,-94,1
51242,2023,,1,4,4,3,3,4,4,2,-94,-94,1
1167,2009,,4,3,3,4,3,4,-94,3,8,6,-94
2298,2010,,4,3,3,4,4,4,-94,3,7,7,-94
3434,2010,,2,3,2,3,2,3,3,2,7,-99,-94
4572,2010,1,2,1,3,2,3,3,2,2,9,8,-94
5719,2010,,3,3,5,3,3,4,3,2,3,2,-94
6860,2011,,3,4,1,4,4,5,2,3,1,1,-94
8001,2011,,3,4,2,4,3,4,2,3,1,3,-94
9144,2011,,3,3,5,3,3,4,3,3,6,6,-94
10303,2011,,3,3,3,3,3,3,3,3,5,5,-94
11414,2012,,2,3,2,2,2,1,2,2,10,6,-94
12431,2012,1,4,3,2,3,3,3,3,3,9,7,-94
13505,2013,,2,1,4,3,3,2,3,3,11,11,-94
14539,2013,,3,4,1,4,4,5,1,5,1,1,-94
15588,2013,,2,5,1,3,4,5,1,4,2,1,-94
17647,2014,,3,3,2,3,3,4,1,3,1,1,1
18671,2014,,2,4,2,2,2,3,2,2,9,9,9
19716,2014,0,3,2,3,3,2,1,2,2,9,9,4
20727,2014,,2,3,1,3,2,2,2,3,9,7,8
21748,2015,,3,4,3,2,3,3,4,3,7,8,5
22777,2015,,2,2,3,3,2,2,2,3,8,9,6
23796,2015,,2,5,1,5,2,5,1,5,1,5,1
24823,2015,,2,3,2,3,2,2,4,4,7,8,7
25854,2016,,3,3,2,3,3,2,3,4,2,4,1
26869,2016,,3,2,4,2,3,2,2,3,6,6,6
27892,2016,,4,2,1,3,5,5,1,5,1,4,4
28915,2016,,2,2,4,2,2,2,4,4,5,2,5
29937,2017,,4,4,4,3,2,2,3,2,10,6,5
30945,2017,,3,4,1,4,3,5,1,4,1,2,1
32029,2017,,3,3,3,3,3,3,-99,3,9,7,4
33114,2017,,4,3,5,3,2,3,4,3,6,3,6
34130,2018,1,3,3,3,3,2,2,2,2,9,6,7
35236,2018,,3,2,4,2,3,4,2,4,2,1,3
36338,2018,,3,3,-99,2,2,2,3,3,7,6,6
37444,2019,1,2,3,5,3,2,3,5,3,1,2,1
38544,2019,,4,2,5,4,3,3,3,4,3,2,1
39645,2019,1,5,3,1,3,3,4,-99,3,4,2,5
40722,2020,,3,2,2,3,3,3,4,4,1,1,1
41815,2020,,3,3,3,3,3,4,2,4,5,6,2
42908,2020,,2,2,2,2,3,2,3,4,9,9,10
43986,2021,,5,5,1,5,5,-99,-97,5,4,4,6
45105,2021,,4,5,1,4,5,5,1,5,1,1,1
46200,2021,,3,2,4,3,2,3,3,3,6,6,7
47888,2022,,2,3,3,3,3,4,3,2,-94,-94,8
49000,2022,,3,4,2,4,4,4,2,4,-94,-94,1
50124,2022,,3,4,3,3,4,4,3,3,-94,-94,8
51243,2023,,5,5,1,5,5,5,1,5,-94,-94,2
1168,2009,1,3,4,3,3,3,4,-94,4,9,9,-94
2299,2010,1,3,4,4,4,3,4,-94,2,3,4,-94
3435,2010,,3,2,-99,2,-99,4,3,2,9,6,-94
4573,2010,,3,3,2,4,4,5,1,5,6,6,-94
6861,2011,0,4,3,4,3,3,2,3,3,4,2,-94
8002,2011,1,2,3,3,3,3,2,3,3,6,6,-94
9145,2011,,4,3,3,4,3,3,2,3,6,6,-94
10304,2011,,2,3,2,3,3,2,4,3,3,2,-94
11415,2012,,3,5,3,4,3,4,3,3,2,2,-94
13506,2013,,2,3,4,5,2,2,4,4,1,3,-94
14540,2013,,2,3,2,3,3,4,2,4,3,2,-94
15589,2013,,3,4,2,1,3,4,3,-99,5,5,-94
16599,2013,1,2,2,4,3,2,2,3,3,10,6,-94
17648,2014,,3,4,1,3,3,2,3,3,1,1,1
18672,2014,,3,4,3,4,3,3,3,3,5,3,1
19717,2014,,5,5,2,3,3,3,3,3,5,7,6
21749,2015,1,4,4,1,3,2,3,1,3,8,6,4
22778,2015,1,4,3,5,2,3,4,1,4,1,1,1
23797,2015,1,2,3,1,4,2,3,3,4,8,4,10
24824,2015,,3,3,2,4,3,2,3,4,8,7,6
25855,2016,,3,3,2,3,3,4,2,4,3,8,8
26870,2016,,2,2,3,2,2,2,2,3,9,10,9
27893,2016,,2,4,3,3,2,3,2,-99,9,9,9
28916,2016,1,2,3,3,3,2,3,3,3,10,9,8
29938,2017,,2,3,3,2,2,3,3,3,1,9,3
30946,2017,1,3,2,5,3,5,4,2,5,1,1,1
32030,2017,1,2,2,4,2,2,2,3,3,5,3,7
33115,2017,,4,3,2,2,2,3,3,3,7,7,7
34131,2018,,4,3,2,2,1,2,3,2,1,1,5
35237,2018,1,2,3,3,3,3,3,3,4,5,2,5
36339,2018,,1,3,5,3,3,3,3,3,9,1,1
37445,2019,,5,5,1,5,5,5,1,5,1,1,1
38545,2019,1,2,4,2,4,3,4,2,4,7,1,8
39646,2019,,2,1,4,2,3,3,3,4,7,6,7
40723,2020,,2,3,3,3,2,3,2,3,10,7,5
41816,2020,,5,4,1,4,5,4,1,4,2,9,1
42909,2020,,3,3,2,4,4,3,4,3,1,1,4
43987,2021,,3,4,2,3,3,4,2,3,2,2,1
45106,2021,1,4,4,1,4,3,4,1,3,2,3,3
46201,2021,,2,3,4,3,2,3,3,3,6,6,8
47889,2022,,4,4,3,2,2,4,3,2,-94,-94,4
49001,2022,,4,4,1,4,4,4,1,4,-94,-94,1
50125,2022,1,2,2,3,3,3,2,3,2,-94,-94,7
51244,2023,,4,4,1,4,5,5,1,4,-94,-94,1
1169,2009,1,4,5,2,3,4,4,-94,3,7,7,-94
2300,2010,,3,4,2,2,4,4,-94,3,2,3,-94
3436,2010,,2,3,2,3,3,4,3,3,6,6,-94
4574,2010,,3,2,2,3,3,2,2,3,10,8,-94
5720,2010,1,2,1,5,3,4,4,2,3,1,4,-94
6862,2011,,2,4,1,3,2,2,4,3,3,3,-94
8003,2011,,3,2,3,3,2,2,2,3,7,6,-94
9146,2011,0,3,3,2,3,3,4,2,-99,5,3,-94
10305,2011,1,3,4,3,3,4,4,2,4,5,4,-94
11416,2012,,2,4,5,3,3,2,3,4,7,4,-94
12432,2012,,2,2,5,3,2,1,4,4,8,1,-94
13507,2013,,2,3,4,3,2,2,3,3,9,6,-94
15590,2013,,3,2,5,3,2,2,2,3,6,6,-94
18673,2014,,1,1,4,2,2,2,2,3,10,9,9
19718,2014,,3,4,3,2,2,3,2,3,5,5,6
20728,2014,,2,3,3,3,3,2,3,4,8,8,5
21750,2015,,5,5,2,5,2,2,3,2,4,1,1
22779,2015,,5,5,1,3,3,3,1,3,5,5,11
23798,2015,,2,2,3,3,2,2,3,4,7,8,7
24825,2015,,3,3,1,4,3,3,2,4,3,10,5
25856,2016,,2,4,3,4,2,4,3,4,6,3,6
26871,2016,,2,4,2,3,1,2,3,2,6,1,7
27894,2016,,1,2,4,3,1,2,3,3,2,8,6
28917,2016,0,2,3,3,3,2,3,-99,3,1,1,1
29939,2017,,1,3,3,3,1,2,3,2,7,5,9
30947,2017,1,2,1,4,1,3,3,4,3,5,3,7
32031,2017,,2,2,4,3,3,3,2,3,1,7,5
33116,2017,,3,3,3,3,-99,3,3,3,6,6,6
34132,2018,1,2,3,3,2,1,2,2,3,9,8,9
35238,2018,,3,2,2,2,3,3,2,3,7,7,8
36340,2018,,2,1,5,2,2,3,4,3,8,6,8
37446,2019,,2,3,3,3,3,3,2,3,6,5,6
38546,2019,1,3,3,2,3,3,3,2,3,2,2,2
39647,2019,,2,2,5,3,3,4,3,4,7,7,6
40724,2020,,2,2,3,2,3,2,3,3,9,8,8
41817,2020,,3,2,4,3,4,3,3,2,9,8,8
42910,2020,,2,2,2,2,2,4,2,3,9,8,11
43988,2021,1,5,4,1,4,5,5,1,4,1,2,3
45107,2021,,4,4,4,3,3,3,3,3,6,6,10
46202,2021,,2,3,4,3,2,3,2,2,6,8,7
47890,2022,1,5,5,1,3,5,5,2,4,-94,-94,1
49002,2022,1,2,3,2,3,3,4,2,3,-94,-94,-99
50126,2022,1,3,4,3,3,3,4,3,3,-94,-94,6
51245,2023,,5,4,2,3,4,4,2,3,-94,-94,2
1170,2009,,4,5,2,5,4,5,-94,5,6,6,-94
2301,2010,1,2,3,4,3,3,5,-94,3,7,5,-94
3437,2010,,2,2,5,3,2,2,1,2,6,9,-94
4575,2010,,4,4,1,4,3,2,3,2,1,1,-94
5721,2010,,3,2,5,3,2,1,3,3,8,6,-94
6863,2011,1,5,5,1,5,4,4,2,4,1,1,-94
8004,2011,,2,3,5,3,2,2,5,2,5,5,-94
9147,2011,1,3,3,4,2,2,1,1,1,11,10,-94
10306,2011,,2,1,5,2,2,2,3,3,1,1,-94
12433,2012,,2,3,4,3,2,2,3,4,10,9,-94
13508,2013,,2,4,3,4,2,4,2,4,8,8,-94
15591,2013,,2,2,2,2,1,1,1,2,9,7,-94
16600,2013,,3,4,3,2,3,3,3,3,7,7,-94
19719,2014,,3,3,2,3,3,3,2,3,5,5,5
20729,2014,,3,4,3,3,4,2,4,3,6,5,6
21751,2015,,1,3,4,3,2,4,3,2,6,3,7
22780,2015,,3,2,3,2,2,2,2,2,8,3,7
23799,2015,,2,4,4,3,1,2,3,3,6,6,4
24826,2015,,2,4,3,2,3,4,3,3,2,2,10
25857,2016,,3,3,2,3,4,3,2,4,1,1,1
26872,2016,,2,3,5,4,3,4,1,4,1,6,6
27895,2016,,2,2,4,2,4,4,2,3,7,7,7
28918,2016,1,2,2,4,3,2,3,2,3,8,4,7
29940,2017,,2,2,1,1,1,2,2,3,9,9,8
30948,2017,,2,2,3,3,2,2,2,2,10,9,8
32032,2017,,1,2,4,3,2,1,3,2,7,8,3
33117,2017,,1,3,2,3,1,1,1,2,11,8,9
34133,2018,,4,4,2,2,3,2,2,4,2,5,1
35239,2018,,3,3,3,2,3,4,2,4,9,6,4
36341,2018,,1,1,1,3,-99,1,3,3,1,9,1
37447,2019,,2,2,3,2,2,2,3,3,9,10,8
38547,2019,,2,3,2,2,1,2,2,2,4,7,2
39648,2019,,3,2,5,3,4,4,2,4,3,1,3
40725,2020,,4,3,4,3,4,4,3,4,10,10,6
41818,2020,,3,3,2,2,2,3,3,3,10,8,11
42911,2020,,1,2,3,4,1,4,4,2,3,2,5
43989,2021,,4,5,2,3,3,4,2,2,4,4,5
45108,2021,,4,5,4,3,3,4,4,2,4,3,8
46203,2021,,2,3,3,3,3,5,2,2,7,7,7
47891,2022,,1,3,5,3,3,5,3,3,-94,-94,4
49003,2022,,2,3,3,3,2,3,3,4,-94,-94,5
50127,2022,,3,4,2,4,3,4,2,4,-94,-94,1
51246,2023,,3,4,2,4,3,4,3,4,-94,-94,1
1171,2009,,5,4,2,2,3,2,-94,2,4,5,-94
2302,2010,1,3,4,2,4,3,4,-94,4,2,2,-94
3438,2010,0,3,3,1,3,4,5,1,4,3,3,-94
4576,2010,,1,4,2,4,4,3,2,3,6,6,-94
5722,2010,,3,3,3,3,3,3,3,3,1,1,-94
6864,2011,,4,4,1,4,3,3,4,3,6,6,-94
8005,2011,0,4,4,3,2,2,3,2,4,5,4,-94
10307,2011,0,3,3,3,3,3,3,3,3,4,4,-94
11417,2012,,2,4,2,3,2,2,3,4,2,4,-94
12434,2012,,3,4,2,4,3,3,2,4,5,4,-94
13509,2013,,2,1,4,2,2,3,3,3,7,6,-94
16601,2013,,2,4,5,3,2,3,3,3,10,10,-94
17649,2014,,3,4,2,3,3,4,2,4,4,3,2
18674,2014,,3,2,4,3,3,3,2,4,6,6,6
20730,2014,,2,3,2,3,3,3,3,3,7,6,7
21752,2015,,3,2,4,3,2,3,3,3,4,2,9
22781,2015,,2,2,5,3,3,4,2,5,6,8,3
23800,2015,,1,4,3,4,2,2,3,4,8,5,9
24827,2015,,3,2,5,3,3,3,2,4,7,8,8
25858,2016,,2,3,5,3,2,3,5,4,2,6,2
26873,2016,,3,4,1,3,4,4,1,4,1,1,3
27896,2016,,3,2,2,1,2,1,2,2,7,8,7
28919,2016,,2,2,4,3,2,2,3,2,9,8,7
29941,2017,,4,3,4,1,1,3,3,3,3,1,5
30949,2017,,2,3,4,3,2,3,4,3,2,2,2
32033,2017,0,3,3,4,3,3,3,4,3,1,1,1
33118,2017,,2,2,4,3,2,2,2,2,6,5,7
34134,2018,,3,4,4,3,3,4,5,4,4,2,9
35240,2018,,2,3,3,3,4,3,2,3,4,3,9
36342,2018,,4,5,3,4,3,3,3,3,5,5,8
37448,2019,1,3,4,3,3,3,3,3,3,5,7,7
38548,2019,,4,3,1,3,3,3,4,4,7,4,1
39649,2019,,3,3,2,3,3,3,3,2,4,5,9
40726,2020,,5,5,4,3,3,3,3,3,1,1,1
41819,2020,,3,3,3,4,3,3,2,5,10,8,8
42912,2020,,2,2,2,1,2,2,2,2,6,8,8
43990,2021,,4,3,2,3,4,3,2,5,6,6,7
45109,2021,,2,3,1,2,3,4,1,3,2,5,1
46204,2021,,2,3,2,3,3,4,2,4,8,6,6
47892,2022,,3,4,2,4,3,4,3,4,-94,-94,4
49004,2022,,1,3,4,3,3,4,2,3,-94,-94,10
50128,2022,0,2,4,4,2,2,4,5,3,-94,-94,2
51247,2023,,3,5,3,4,4,5,3,5,-94,-94,9
1172,2009,1,3,2,3,2,3,2,-94,2,7,6,-94
2303,2010,1,5,5,4,3,4,4,-94,3,4,1,-94
3439,2010,,5,3,5,5,4,5,5,4,1,1,-94
4577,2010,,4,5,2,3,3,5,1,3,2,4,-94
6865,2011,,3,3,3,3,3,3,3,3,1,1,-94
9148,2011,,2,1,5,3,2,1,3,3,6,2,-94
10308,2011,,2,2,3,3,3,1,3,3,4,4,-94
12435,2012,1,3,3,3,4,4,5,2,4,7,7,-94
14541,2013,,1,4,3,3,2,2,1,2,10,6,-94
15592,2013,,2,3,3,3,2,2,3,3,4,1,-94
17650,2014,,2,4,2,3,3,4,2,3,9,8,3
18675,2014,0,5,5,1,4,4,5,2,5,1,1,1
21753,2015,1,4,3,2,3,4,3,2,3,3,2,3
22782,2015,1,5,3,3,3,4,2,3,2,8,7,5
23801,2015,,3,3,3,4,3,4,3,4,6,6,6
24828,2015,,3,4,3,3,3,4,3,4,6,6,6
25859,2016,,2,3,2,3,3,3,1,3,1,1,1
26874,2016,,2,2,3,3,2,3,3,4,3,8,3
27897,2016,,3,2,4,3,2,2,4,3,7,8,6
28920,2016,,2,3,2,3,3,3,1,4,4,6,4
29942,2017,,3,4,3,3,3,3,2,3,5,5,7
30950,2017,,2,2,5,3,2,3,4,3,5,3,2
32034,2017,,3,3,4,2,4,4,2,3,9,4,9
33119,2017,,2,3,4,3,1,2,3,3,8,6,9
34135,2018,,4,4,2,3,4,4,3,2,4,8,11
35241,2018,1,3,3,2,3,1,2,2,2,5,1,6
36343,2018,,5,5,1,5,1,2,3,2,1,1,1
37449,2019,,3,4,2,4,4,4,1,4,6,6,4
38549,2019,,4,5,5,3,2,2,2,3,8,8,7
39650,2019,,2,2,4,3,3,3,2,2,2,2,7
40727,2020,,2,3,2,3,2,3,2,2,11,11,10
41820,2020,,4,4,3,3,4,4,3,3,5,8,6
42913,2020,,2,4,4,2,3,4,4,2,10,3,9
43991,2021,,2,3,5,3,3,4,1,4,5,9,2
45110,2021,,2,4,5,3,4,3,5,4,7,8,8
46205,2021,1,1,3,3,2,2,3,2,2,4,4,4
47893,2022,,2,3,4,3,3,3,1,5,-94,-94,9
49005,2022,1,-99,4,3,3,4,5,2,2,-94,-94,10
50129,2022,,3,4,4,3,3,4,4,4,-94,-94,5
51248,2023,1,3,3,2,3,3,3,2,3,-94,-94,1
1173,2009,1,2,2,2,2,3,2,-94,3,9,6,-94
2304,2010,,4,5,2,2,5,5,-94,4,6,6,-94
3440,2010,,3,4,3,3,3,4,2,3,5,4,-94
4578,2010,,2,2,5,2,3,2,5,2,1,1,-94
5723,2010,,2,2,5,3,2,2,4,2,8,6,-94
6866,2011,,4,4,3,2,4,4,3,2,1,1,-94
8006,2011,,3,3,1,3,3,3,3,3,2,3,-94
9149,2011,,3,4,1,3,3,3,3,3,4,4,-94
10309,2011,,1,3,4,4,1,2,3,3,9,7,-94
11418,2012,,2,3,2,3,3,2,2,2,9,8,-94
12436,2012,,2,2,5,3,3,4,3,4,8,7,-94
13510,2013,,2,3,3,3,3,3,3,3,5,4,-94
14542,2013,,2,2,4,2,2,1,2,3,8,8,-94
15593,2013,,4,5,1,4,4,4,1,4,8,7,-94
16602,2013,,1,4,4,3,1,4,3,4,8,8,-94
17651,2014,1,3,4,2,4,4,5,1,5,1,1,1
18676,2014,,3,4,4,3,2,2,3,3,6,6,6
19720,2014,,2,3,2,2,3,4,3,3,5,1,7
21754,2015,,2,3,4,3,3,3,3,3,4,4,4
22783,2015,,3,3,2,3,2,2,2,3,7,5,7
23802,2015,,3,4,3,3,3,3,2,5,1,4,2
24829,2015,,2,2,3,2,2,2,3,3,6,6,5
25860,2016,,1,2,3,2,1,1,3,2,9,1,9
26875,2016,,4,4,4,4,3,2,5,3,4,5,6
27898,2016,,3,2,5,4,1,3,4,3,3,3,2
28921,2016,,2,2,5,4,2,4,2,4,1,2,3
29943,2017,,1,1,5,2,1,2,2,2,9,10,8
30951,2017,,2,2,5,2,5,5,1,5,1,1,1
32035,2017,,3,2,2,2,2,3,2,3,6,1,6
33120,2017,1,3,3,4,3,1,2,2,3,7,6,5
34136,2018,,2,2,4,2,2,4,2,4,5,5,1
35242,2018,1,2,3,3,3,4,3,4,4,7,2,8
36344,2018,,2,2,3,2,2,2,3,3,6,4,5
37450,2019,,1,3,4,3,2,4,3,4,10,1,8
38550,2019,1,3,3,4,3,2,2,3,4,7,8,7
39651,2019,,1,3,5,3,1,3,2,3,8,-99,10
40728,2020,1,3,3,3,3,4,4,1,4,1,1,3
41821,2020,1,1,2,4,3,2,2,2,4,9,9,7
42914,2020,,3,3,3,4,4,5,1,4,9,9,7
43992,2021,,3,4,2,2,2,3,2,2,7,7,5
45111,2021,,4,4,2,3,3,4,2,3,2,9,10
46206,2021,,4,5,1,3,4,4,1,4,1,1,1
47894,2022,,3,3,3,3,3,3,3,3,-94,-94,6
49006,2022,1,5,5,2,5,4,5,2,5,-94,-94,1
50130,2022,,4,3,1,4,5,5,1,5,-94,-94,1
51249,2023,,5,5,3,4,4,5,3,4,-94,-94,10
1174,2009,1,3,5,2,1,3,5,-94,2,8,6,-94
2305,2010,,5,5,1,2,5,5,-94,2,4,1,-94
3441,2010,,2,4,4,3,3,4,4,2,6,5,-94
4579,2010,,3,3,5,3,3,4,3,3,3,3,-94
5724,2010,,3,3,1,3,3,2,3,3,3,3,-94
8007,2011,,2,2,4,4,2,2,3,2,6,3,-94
10310,2011,,3,3,2,3,2,2,2,3,9,5,-94
11419,2012,,2,3,4,3,3,2,3,3,6,6,-94
12437,2012,,5,5,1,5,4,5,1,5,8,6,-94
13511,2013,,3,4,3,3,3,4,2,3,8,6,-94
14543,2013,1,2,3,4,3,2,4,3,3,8,7,-94
15594,2013,,2,4,3,3,2,3,4,3,5,4,-94
16603,2013,1,2,-99,-97,3,1,-99,-97,2,10,9,-94
17652,2014,,3,3,2,4,3,4,2,3,6,5,6
18677,2014,,4,5,2,5,4,4,2,4,2,2,2
20731,2014,,3,3,3,3,2,3,2,3,1,1,7
21755,2015,,2,1,4,3,1,2,4,4,4,2,3
22784,2015,,2,3,3,3,2,3,3,3,10,9,9
23803,2015,,3,3,4,4,3,2,4,3,7,4,6
24830,2015,,1,2,2,2,2,3,2,4,4,8,8
25861,2016,,1,2,2,3,3,3,2,4,5,8,7
26876,2016,,3,3,2,3,2,3,2,3,6,6,6
27899,2016,,2,3,4,3,2,4,3,4,6,4,9
28922,2016,1,2,3,5,3,3,3,5,4,1,1,1
